,0
403,-0.15407392746277945
404,-0.09224287094292966
405,-0.05236005457128145
406,-0.1680297988005529
407,-0.11438500908235902
408,-0.13494305625406336
409,-0.23664566617436059
410,-0.11765441159995164
411,-0.12677037136591893
412,-0.09853208741101563
413,-0.051641153543063034
414,-0.16906107488476388
415,-0.06538430432807968
416,-0.09021049190232515
417,-0.07931519831574414
418,-0.07409555281647047
419,-0.19175734266009378
420,-0.03265988720639855
421,-0.1002686846853141
422,-0.0937311717415401
423,-0.15065258811328097
424,-0.09637692409237472
425,-0.34572825941664187
426,-0.050418733881970434
427,-0.12516593266233442
428,-0.05290308302342577
429,0.031180199762596235
430,-0.06425301476792636
431,-0.041908127284164744
432,-0.04952210682910856
433,-0.2007690624563343
434,-0.28879101283478836
435,0.010162857330422569
436,-0.15766471811777116
437,-0.07714824632625386
438,-0.08468459345219
439,-0.07122081844189708
440,-0.10923922099068642
441,-0.10366002341245006
442,-0.3076095085915162
443,-0.03266310047523283
444,-0.07169666725401298
445,-0.09945962559511941
446,-0.2130459002458901
447,-0.13959437873515962
448,-0.279560810159351
449,-0.04259954003684937
450,-0.11274377162393417
451,-0.05495076519566212
452,-0.03140800930802175
453,-0.4214491326697055
454,-0.04661046603595745
455,-0.19800257916253433
456,-0.16767942253207516
457,-0.05164668981288672
458,-0.15385411254361087
459,-0.1947502113290334
460,-0.07746402745149515
461,-0.05166162477229822
462,-0.07852497092863175
463,-0.06724961274429303
464,-0.14297410473694766
465,-0.059083661842271394
466,-0.21545314868849363
467,-0.13620921644221226
468,-0.05422439945423516
469,-0.10125534958599296
470,-0.1021694618411804
471,-0.07347636388601869
472,-0.04381337340198217
473,-0.057704979339399304
474,-0.04502254159892979
475,-0.11371132424053988
476,-0.08629157238549116
477,-0.06448789872864621
478,-0.1425057474161294
479,-0.20592508946067517
480,-0.51902403948272
481,-0.0643629983993976
482,-0.1470264956923374
483,-0.31631887765522715
484,-0.04199099449549675
485,-0.10643895766571708
486,-0.06445608307747355
487,-0.2240302894902374
488,-0.07506913443229211
489,-0.30540043532490796
490,-0.10855911172392615
491,-0.09547565208064894
492,-0.07445133572254284
493,-0.1677859970875449
494,-0.32108271943119615
495,-0.11751506314533021
496,-0.10905968445417225
497,-0.09625397755423984
498,-0.2069160685786206
499,-0.14193265509007008
500,-0.1471227603835464
501,-0.23357303133667603
502,-0.13114548865228456
503,-0.09359686607280979
504,-0.07776681704112667
505,-0.13888409361826554
506,-0.03892746805156276
507,-0.054824455395813
508,-0.06074713756893617
509,-0.07991722686175103
510,-0.09941754392946028
511,-0.04375228762480765
512,-0.06963638944552816
513,-0.2006959907285763
514,-0.3921048078392331
515,-0.15541097487186775
516,-0.11451550691263486
517,-0.03264476161984952
518,-0.08709914148491571
519,-0.0764719094740184
520,-0.29133031752403277
521,-0.05593424951913855
522,0.02642757335491735
523,-0.05694301969492156
524,-0.06592896037955638
525,-0.048936314493031624
526,-0.345851909197214
527,-0.07608005882930303
528,-0.2725411086209928
529,-0.05397660422115617
530,-0.10347891527075434
531,-0.05892191822891071
532,-0.04864485902150924
533,-0.07866262973716151
534,-0.12441046040026602
535,-0.11279243816320146
536,-0.2205258243909403
537,-0.3304460413622468
538,-0.15225335562526102
539,-0.1726543710593378
540,-0.06891821311293633
541,-0.07812138007246658
542,-0.044752037982307716
543,0.21450613358907789
544,-0.13277537804653802
545,-0.27910628442724533
546,-0.35296460875161306
547,-0.3742474750433796
548,-0.10178354168743886
549,-0.05312324246446787
550,-0.0927880916639229
551,-0.3220092897134839
552,-0.06103070886180401
553,-0.08421609358340797
554,-0.2118591694708021
555,-0.16726623930453535
556,-0.10027159377408257
557,-0.1498804181925564
558,-0.049976197691135656
559,-0.08947103713745291
560,-0.12263718117164096
561,-0.0671407039022056
562,-0.0861362360079143
563,-0.12218565453670266
564,-0.07275761115197737
565,-0.07288010286738777
566,-0.06918732466553075
567,-0.074815649964269
568,-0.08501162123765739
569,-0.09934378677280442
570,-0.047944670290914974
571,-0.04980211711076438
572,-0.1377700450230308
573,-0.08282338985931041
574,-0.13238507330235452
575,-0.09459014815768026
576,-0.08466179724907053
577,-0.11020307041800517
578,-0.10371970888478257
579,-0.08631089364553945
580,-0.08405588161977112
581,-0.13824716049592553
582,-0.04694656238407644
583,-0.10485292685030809
584,-0.036521522521823446
585,-0.3293421667539651
586,-0.24474062339669586
587,-0.11486515497267549
588,-0.11639094729374376
589,-0.07526475228161639
590,-0.05818585856450437
591,-0.17626914651397674
592,-0.1764728785024542
593,-0.06184167207251875
594,-0.11204422356700763
595,-0.12129214478222071
596,-0.07931662655585671
597,-0.3900585992174782
598,-0.06109046886932489
599,-0.2284276625331958
600,-0.057194862482054826
601,-0.1917107546721611
602,-0.07858737975935472
603,-0.11619021471985455
604,-0.07274938013387151
605,-0.2704478365330536
606,-0.03763466657881041
607,-0.07373128153878854
608,-0.24551251949197858
609,-0.1325724639274134
610,-0.06738070525641104
611,-0.08047449068605315
612,-0.06521554800624647
613,-0.10589927537254752
614,-0.036368027505889376
615,-0.05138819979688501
616,-0.26490005792037186
617,-0.08555709390019245
618,-0.03991986973234828
619,-0.08920087163693334
620,-0.17058613280683257
621,-0.027911753201908928
622,-0.06007494837381959
623,-0.057975739396701094
624,-0.05692479198082469
625,-0.22225399230697704
626,-0.1373494985901449
627,-0.3795441238927746
628,-0.10907702734637847
629,-0.09557729718318493
630,-0.05871114921581936
631,-0.23289548718070738
632,-0.039995785815040714
633,-0.20691980604130353
634,-0.04904854498721931
635,-0.06932589796338769
636,-0.20424939922712307
637,-0.28090348841978147
638,-0.10055281317068866
639,-0.13293758918235749
640,-0.10222252598554961
641,-0.1430669302891993
642,-0.11733418601528237
643,-0.06155044610549203
644,-0.12677394529374686
645,-0.15590208996683932
646,-0.03675546305574606
647,-0.15824768463746844
648,-0.17881038369366595
649,-0.10524463322672854
650,-0.12642298549768527
651,-0.11536652380635759
652,-0.04911466072726044
653,-0.0762187254132532
654,-0.14455220033327226
655,-0.15501692549541646
656,-0.12215151839768722
657,-0.3418173255818799
658,-0.2852565095203649
659,-0.04716780007438786
660,-0.23951977956836373
661,-0.09951344779719984
662,-0.04164366747183369
663,-0.1047637791888409
664,-0.06025751480700818
665,-0.07824823495632097
666,-0.06045985206649523
667,-0.24581078422573796
668,-0.028965592333685113
669,-0.019204085107618687
670,-0.09215490167820191
671,-0.2126287640870832
672,-0.057588365335827646
673,-0.047824190899195484
674,-0.06340749841478836
675,-0.19255239274885977
676,-0.10773552486689966
677,-0.1868706834828263
678,-0.05838747289079754
679,-0.0660899527030812
680,-0.22278396488788438
681,-0.17923261215320158
682,-0.1652965672954577
683,-0.1813451353325573
684,-0.09221563367872632
685,-0.3767900281115984
686,-0.10579374239137593
687,-0.05602286000975234
688,-0.037550001810774315
689,-0.05378331911772954
690,-0.38383032231998554
691,-0.07322617701255486
692,-0.046015083258426244
693,-0.09995670265524079
694,-0.056063853283676586
695,-0.02782964768967504
696,-0.05730429001878586
697,-0.09221768122658382
698,-0.11031024318681441
699,-0.2552769675309151
700,-0.0436011193669158
701,-0.17729699251222478
702,-0.045457874891458826
703,-0.13308367321685416
704,-0.07133216840989624
705,-0.1278470707391076
706,-0.08174166950142848
707,-0.17512804555132233
708,-0.06004781664821213
709,-0.11371472380558158
710,-0.12924739866158258
711,-0.1668715822243836
712,-0.08101338278926956
713,-0.041197452566277604
714,-0.16736776563223316
715,-0.16501230683042278
716,-0.06302998650439051
717,-0.18559754166508072
718,-0.23765106815932174
719,-0.12569057789950014
720,-0.07105155247354678
721,-0.21391854509362856
722,-0.1362127621853061
723,-0.3249816538086238
724,-0.03934085830353848
725,-0.19145783975687508
726,-0.41504186744886307
727,-0.10055221280655526
728,-0.06451952942935184
729,-0.1334235515863128
730,-0.13560249324079587
731,-0.13007342211099412
732,-0.048711371858383666
733,-0.18738141334869937
734,-0.15246367709726746
735,-0.11880155168001187
736,-0.05176772823663635
737,-0.3792668927182907
738,-0.06985095982981349
739,-0.04897881512106726
740,-0.05175957531911413
741,-0.061891147438226456
742,-0.06918163471807008
743,-0.10850539274138339
744,-0.06502158303213235
745,-0.22888155558972753
746,-0.2003053832470672
747,-0.02116062708819549
748,-0.18032583516238038
749,-0.10529455728193643
750,-0.09205688354453512
751,-0.08688615064294927
752,-0.07752838186081681
753,-0.041361729154148257
754,-0.085403718395126
755,-0.05372397356635191
756,-0.04758928390279368
757,-0.2834210023085355
758,-0.1093505690497132
759,-0.052333319851017086
760,-0.16767005627522308
761,-0.21120186611292716
762,-0.3277065295968077
763,-0.06813113926498907
764,-0.06172089172050239
765,-0.06606260060763244
766,-0.06292716805638195
767,-0.16511709932400123
768,-0.07586184220738834
769,-0.09033369837032094
770,-0.1553034969371592
771,-0.08994552505027802
772,-0.06333534620220987
773,-0.06617396859274043
774,-0.26436537151929207
775,-0.05610834818358245
776,-0.11350453325697395
777,-0.11326227314852141
778,-0.17767568028133407
779,-0.15968146385686552
780,-0.1353961011843812
781,-0.0859029200761114
782,-0.07844759219273863
783,-0.3573676759228356
784,-0.06392378552818707
785,-0.036419453151430733
786,-0.136879165044726
787,-0.13464873050238058
788,-0.05470656248609469
789,-0.11636661830851447
790,-0.07495151851302276
791,-0.23796181643079445
792,-0.09982272944343619
793,-0.12193632823170607
794,-0.06772863382061353
795,-0.07107837510316377
796,-0.15485692911762783
797,-0.14955091162147782
798,-0.2544745921360245
799,-0.05651517452041545
800,-0.03346052908132636
801,-0.054965798589722135
802,-0.09128258858598762
803,-0.11656299644376049
804,-0.10498100792652387
805,-0.048044381428612525
806,0.04234151234796437
807,-0.05473004826931061
808,-0.2307094252022543
809,-0.20595790371574887
810,-0.0923166359154342
811,-0.1626089895211499
812,-0.06491382901347703
813,-0.05670455879396649
814,-0.07221358178082213
815,-0.06558259323088107
816,-0.11021956808040242
817,-0.09749583029911671
818,-0.08082895073657483
819,-0.2501581930034597
820,-0.0841012283571987
821,-0.2122710822953627
822,-0.06530994219477472
823,-0.1289140452356697
824,-0.2923506139407312
825,-0.17593134728899582
826,-0.13107864146497575
827,-0.04870364499583018
828,-0.13191515473434506
829,-0.20512619806594298
830,-0.08509686198048375
831,-0.15624923264837232
832,-0.174152205817276
833,-0.07761954285387697
834,-0.13680576969317915
835,-0.15028110951027382
836,-0.21510646981851209
837,-0.18638428665010356
838,-0.055448922885856414
839,-0.05533724435302728
840,-0.05118300110676602
841,-0.038183393272996184
842,-0.07581580892643514
843,-0.15925038020145232
844,-0.04276727647703116
845,-0.36594996689664044
846,-0.12189168271056364
847,-0.03251704668899386
848,-0.05598194680402165
849,-0.07511856344583917
850,-0.07597712693658983
851,-0.0569820574319262
852,-0.07373674229989487
853,-0.05341321730637448
854,-0.15685797475307714
855,-0.08757212532898644
856,-0.3300388458108802
857,-0.22304187655949692
858,-0.04500063536008616
859,-0.13526652973872616
860,-0.10192559750704545
861,-0.1203728164365407
862,-0.07751571082483551
863,-0.09656924093272135
864,-0.34440985387030476
865,-0.10514936851751655
866,-0.15407216642331606
867,-0.30799410429976454
868,-0.07432113388159013
869,-0.17270216491878027
870,-0.08410922265348524
871,-0.12017655310437993
872,-0.05573402356624088
873,-0.04703082075189589
874,-0.2567142547802974
875,-0.0848460664973567
876,-0.12612575105289459
877,-0.40015872126769303
878,-0.0418171378191401
879,-0.08958165273322667
880,-0.05069861474848759
881,-0.12684554838840376
882,-0.018678369127605638
883,-0.05181663355064705
884,-0.05410012166730433
885,-0.03366684354211132
886,-0.0927494176892377
887,-0.12926406322155629
888,-0.05598945189902118
889,-0.04353519192763139
890,-0.22108777494954135
891,-0.2299258177320912
892,-0.12784511187884262
893,-0.0598860013144223
894,-0.141293142707006
895,-0.06451658646795538
896,-0.07872326995996248
897,-0.0337865303086519
898,-0.14788372356652943
899,-0.15426701491138195
900,-0.11760982624370758
901,-0.08307470626331684
902,-0.0732426666696479
903,-0.2154333549615373
904,-0.12367329240911477
905,-0.05263744461585178
906,-0.03793404863190571
907,-0.07904745308815243
908,-0.05801105233051272
909,-0.07597303915902057
910,-0.08586593049041943
911,-0.1911874313577474
912,-0.06073790184557486
913,-0.06757579345482298
914,-0.16259023187970653
915,-0.07772905986639443
916,-0.0541786070736262
917,-0.16688386106787612
918,-0.13195044087219115
919,-0.06987845638039644
920,-0.05596588166604545
921,-0.10711978757913614
922,-0.0341010334729589
923,-0.07656674228394734
924,-0.10034367666301283
925,-0.06324474774287231
926,-0.08793073762288989
927,-0.11381976998340046
928,-0.08825630406049555
929,-0.137218262816949
930,-0.09951579348986091
931,-0.08411796649948006
932,-0.06315924944174749
933,-0.03755259248977867
934,-0.046437591377128384
935,-0.09753774299055842
936,-0.05482885124498629
937,-0.1993051471066457
938,-0.06973934291576664
939,-0.07176854585772222
940,-0.025513831162603664
941,-0.11946425813589744
942,-0.07925379808741173
943,-0.1266147638151217
944,-0.1631855234864358
945,-0.12804986760750253
946,-0.11288425851926355
947,-0.30319022174219473
948,-0.11781530838381225
949,-0.10162807917709844
950,-0.08964414232689391
951,-0.16385879480453053
952,-0.08098994782011697
953,-0.21435181845049378
954,-0.05247434398994478
955,-0.09218257971612254
956,-0.04495829253607543
957,-0.20662463737638767
958,-0.09057355671521412
959,-0.18675541076819957
960,-0.1317540390873647
961,-0.13296659083789794
962,-0.09448872676412566
963,-0.09004635404108634
964,-0.05384937639305291
965,-0.09616955309033363
966,-0.020648076503999586
967,-0.37279382592140703
968,-0.08464847425309388
969,-0.0949086641807474
970,-0.15110584536869248
971,-0.06235270660973144
972,-0.08627925963563342
973,-0.24147540339823095
974,-0.05417990848911955
975,-0.27591378828176827
976,-0.10084895488650408
977,-0.07704771913347307
978,-0.09060329695268833
979,-0.059670261988209614
980,-0.06840658697510144
981,-0.34596920795860825
982,-0.05132433252631213
983,-0.25765498268016396
984,-0.18494262564982633
985,-0.015832065146974324
986,-0.21006144509536467
987,-0.11649431681380372
988,-0.057430824866666556
989,-0.11138170461274902
990,-0.04677522945185949
991,-0.19518044522246686
992,-0.30110473774593555
993,-0.06650064262826613
994,-0.08740767491080853
995,-0.13782850741415914
996,-0.15034062781500301
997,-0.031853332856321706
998,-0.13410365520338158
999,-0.0766178201764795
1000,-0.10697207704138433
1001,-0.0776306260154523
1002,-0.09408383573989346
1003,-0.07906257494214182
1004,-0.13150624704225938
1005,-0.04928818118687277
1006,-0.10254525335766723
1007,-0.054438785402335786
1008,-0.08822707406586605
1009,-0.3790917312496328
1010,-0.1232896064308455
1011,-0.2508567779347269
1012,-0.11729123679419239
1013,-0.050578143615712313
1014,-0.07878896429552967
1015,-0.10356279152731243
1016,-0.0620568244359325
1017,-0.16762791962222648
1018,-0.1608640638681504
1019,-0.2129199066113341
1020,-0.19756506301389717
1021,-0.17771878963974472
1022,-0.06037696245819495
1023,-0.14689223894601405
1024,-0.03778848509315345
1025,-0.11357929108914618
1026,-0.09740415449336855
1027,-0.2481173668058884
1028,-0.05171555488930498
1029,-0.27301572599623214
1030,-0.12847031161659417
1031,-0.08561027146838923
1032,-0.013014570361723442
1033,-0.041712729030251174
1034,-0.07481604016723739
1035,-0.0632746400305823
1036,-0.24202987918259863
1037,-0.06964022936635786
1038,-0.19701794133207598
1039,-0.04081082305130582
1040,-0.06614036087370075
1041,-0.11029112349909236
1042,-0.10739992006613255
1043,-0.1589627148109026
1044,-0.0862404752495587
1045,-0.047548835529297714
1046,-0.0783953149020801
1047,-0.18683538950626094
1048,-0.16085794309989992
1049,-0.09848592510136396
1050,-0.10617134714325772
1051,-0.058111340129137094
1052,-0.3057955647945872
1053,-0.14305534436739975
1054,-0.11731498006338892
1055,-0.04798027544126706
1056,-0.1669137332636184
1057,-0.06357571607888671
1058,-0.06539065173030312
1059,-0.06955825738546906
1060,-0.08996702559775908
1061,-0.18013959337818217
1062,-0.10089355928846326
1063,-0.14337388545349952
1064,-0.07109532089587427
1065,-0.22550860484808047
1066,-0.14262325607404894
1067,-0.3593487029533356
1068,-0.08377170122236297
1069,-0.15917780200494783
1070,-0.06790607945132424
1071,-0.06676156193952008
1072,-0.07401221892665283
1073,-0.05705363287299266
1074,-0.3236598565717683
1075,-0.3174721083693793
1076,-0.16527606699920902
1077,-0.13224486676790118
1078,-0.0722267952438193
1079,-0.04073083109143885
1080,-0.35871168217718696
1081,-0.18520546743059352
1082,-0.0394327169706845
1083,-0.127909135996925
1084,-0.08610028688041221
1085,-0.04884000626426304
1086,-0.04528677819243947
1087,-0.04815810654721015
1088,-0.17073721561596722
1089,-0.11368441682583373
1090,-0.048647674530208705
1091,-0.05786435428246405
1092,-0.15019251782139872
1093,-0.1263116077207571
1094,-0.06319986507642361
1095,-0.07435495299997043
1096,-0.07303397072166293
1097,-0.08246900498293926
1098,-0.18803209430943477
1099,-0.0805352306910363
1100,-0.11085081616249384
1101,-0.03972765523269217
1102,-0.4876669154927828
1103,-0.06010238448008108
1104,-0.08937362071010146
1105,-0.10882145907869316
1106,-0.1601892319401696
1107,-0.09144850328244253
1108,-0.05582833109680885
1109,-0.058465648078102304
1110,-0.04871076721723873
1111,-0.07583523376674534
1112,-0.08801502197832173
1113,-0.0900852454683146
1114,-0.06550178808619118
1115,-0.30177195844123106
1116,-0.2281874758167471
1117,-0.07357861792747981
1118,-0.2107665544440673
1119,-0.16925687187897515
1120,0.7692635209629689
1121,-0.09020763758110902
1122,-0.2438160809383457
1123,-0.24856360970949354
1124,-0.16006339982789125
1125,-0.09668124843277077
1126,-0.055770526001267
1127,-0.10839355134072873
1128,-0.0882354977132942
1129,-0.0583419091645533
1130,-0.05536214016568389
1131,-0.07188109733377153
1132,-0.09360522805619174
1133,-0.17172990687799142
1134,-0.20782545765595392
1135,-0.07418173549696176
1136,-0.13080907841933284
1137,-0.21430113927530048
1138,-0.15822072314793167
1139,-0.20007655111641287
1140,-0.07837306752473387
1141,-0.05778299723150459
1142,-0.09400342201957161
1143,-0.1284424820944236
1144,-0.26497881346074076
1145,-0.06878828539220859
1146,-0.10230742617881623
1147,-0.05023940892588789
1148,-0.12234041438181739
1149,-0.07886403758697488
1150,-0.36364119324218436
1151,-0.30201516192241645
1152,-0.10948536718720818
1153,-0.13971348853823154
1154,-0.28231505518699745
